2026-03-14 18:23:30  INFO  === Security Monitor Started ===
2026-03-14 18:23:30  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:28  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:31  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:34  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:37  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:40  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:43  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:46  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:49  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:52  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:55  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:35:58  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:01  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:04  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:07  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:10  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:13  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:16  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:19  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:22  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:25  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:28  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:31  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:34  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:37  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:40  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:43  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:46  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:49  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:52  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:55  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:36:58  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:01  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:04  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:07  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:10  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:13  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:16  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:19  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:22  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:26  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:29  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:32  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:35  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:38  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:41  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:44  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:47  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:50  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:53  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:56  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:37:59  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:02  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:05  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:08  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:11  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:14  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:17  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:20  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:23  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:26  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:29  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:32  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:35  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:38  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:41  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:44  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:47  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:50  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:53  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:56  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:38:59  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:02  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:05  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:08  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:11  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:14  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:17  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:20  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:23  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:26  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:29  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:32  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:35  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:38  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:41  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:44  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:47  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:50  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:53  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:56  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:39:59  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:02  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:05  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:08  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:11  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:14  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:17  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:20  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:23  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:26  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:29  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:32  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:35  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:38  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:41  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:44  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:47  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-14 18:40:50  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
